Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
5/20/2022,Austin Matthews,Edward Erickson,Toyota,Corolla,2013,38892,0.112339094,4369.09
9/3/2022,Jamie Pope,Kristy Wilson,Toyota,Civic,2013,39760,0.140536166,5587.72
3/8/2023,Douglas Johnson,Kathryn Myers,Chevrolet,Altima,2021,17096,0.122034614,2086.3
12/27/2022,Stephanie Baldwin,Julie Avery,Chevrolet,Corolla,2020,12805,0.075713054,969.51
4/26/2023,Brittany Mooney,Meghan Cooley,Chevrolet,F-150,2022,13337,0.070709323,943.05
4/19/2023,Andrea Nguyen,Brian Nicholson,Honda,Corolla,2016,16666,0.100082076,1667.97
9/4/2022,Miguel Reyes,Derrick Hernandez,Chevrolet,Corolla,2021,30719,0.089019853,2734.6
9/8/2022,Cheryl Gonzalez,Regina Williams,Toyota,Altima,2022,33162,0.084473741,2801.32
3/5/2023,Lynn Lopez,Victor Atkins,Toyota,Civic,2018,24254,0.071781546,1740.99
2/1/2023,William Wright,Brandon Strickland,Honda,Altima,2013,46421,0.129396629,6006.72
6/3/2022,Ryan Estrada,Miss Holly Phillips,Ford,Corolla,2013,40917,0.100602275,4116.34
10/11/2022,Brian Kim,Craig Klein,Toyota,F-150,2010,16227,0.12453601,2020.85
6/8/2022,Austin Arroyo,Kayla Young,Honda,Civic,2022,15939,0.130896307,2086.36
8/10/2022,Latoya Taylor,Earl Brewer,Chevrolet,Civic,2010,29379,0.050842226,1493.69
10/18/2022,Jeanette Leonard,Shari Brown,Ford,Altima,2015,40714,0.096809826,3941.52
9/29/2022,Meghan Rodriguez,Patrick Santiago,Toyota,Corolla,2014,15844,0.146573992,2322.32
9/21/2022,Carol Smith,Kelly Thomas,Nissan,Silverado,2013,25226,0.117215991,2956.89
3/30/2023,Ashley Mcconnell,Renee Sharp,Honda,Corolla,2013,24577,0.132106688,3246.79
2/17/2023,Kimberly Pena,Tracy Zavala,Toyota,Silverado,2016,34225,0.134712255,4610.53
1/3/2023,Richard Ortiz,Susan Flynn,Ford,Civic,2010,38659,0.114633062,4431.6
5/10/2022,John Leonard,Valerie Blackwell,Toyota,F-150,2021,31180,0.11401866,3555.1
8/13/2022,Jordan Nelson,Benjamin Christian,Honda,Corolla,2017,36711,0.088956459,3265.68
12/29/2022,Andrew Wagner,Diane Williams,Toyota,Corolla,2020,10267,0.137205177,1408.69
11/9/2022,Shelly Robertson DVM,Rodney Wiggins,Ford,F-150,2013,39055,0.128945116,5035.95
12/2/2022,Jamie Clark,Fred Blevins MD,Chevrolet,F-150,2012,23308,0.059010261,1375.41
5/5/2022,Patrick Reed,Kimberly Lawrence,Nissan,Altima,2022,33401,0.100372788,3352.55
4/13/2023,Timothy Peterson,Carl Sutton,Honda,Civic,2011,27204,0.056384708,1533.89
1/16/2023,Robert Green,Megan Roberts,Honda,Corolla,2013,22947,0.131050715,3007.22
2/17/2023,Joshua Green,Denise Johnson,Nissan,Corolla,2021,23865,0.087417185,2086.21
2/12/2023,Ryan Hunt,Carol Dominguez,Ford,Altima,2021,14068,0.088390305,1243.47
9/4/2022,Shane White,Philip Spears,Honda,Civic,2015,11037,0.06595664,727.96
4/23/2023,Corey Compton,Edward Barnes,Honda,Altima,2017,35616,0.117966827,4201.51
3/24/2023,Allen Howell,Hannah Weaver,Honda,Altima,2019,43666,0.117295434,5121.82
7/5/2022,Stephen Hamilton,Regina Moody,Ford,Corolla,2022,11460,0.081997547,939.69
4/20/2023,Jasmine Jones,Caitlin Townsend,Ford,F-150,2014,23269,0.077326246,1799.3
1/7/2023,Annette Russo,Andrew Brown,Ford,Altima,2019,24131,0.071074169,1715.09
12/29/2022,Michelle Coleman,Brandon Sweeney,Ford,Civic,2022,13712,0.085053343,1166.25
3/9/2023,Lisa Clark,Christine Gross,Ford,Corolla,2012,44194,0.071895875,3177.37
2/15/2023,Patrick Green,Gina Hall,Nissan,Silverado,2022,12470,0.148258242,1848.78
4/18/2023,Brett Owens,Elaine Pearson,Toyota,Civic,2015,39834,0.053417021,2127.81
10/21/2022,Katelyn Velasquez,Brandon Mills,Honda,Altima,2013,22879,0.127532029,2917.81
7/2/2022,Bradley Shepherd,Kenneth Avery,Chevrolet,F-150,2012,22218,0.052180433,1159.34
9/11/2022,Melissa Baker,Roger Livingston,Toyota,Corolla,2013,22195,0.112361865,2493.87
6/7/2022,Victor Ochoa,Sarah Bullock,Nissan,F-150,2018,45845,0.135045514,6191.16
10/22/2022,Stephanie Griffith,Sharon Mccullough,Toyota,Corolla,2015,44845,0.069747525,3127.83
8/13/2022,Kristen White,Deborah Brock,Toyota,Silverado,2012,47068,0.125973042,5929.3
4/2/2023,Juan Keith,Ann Franco,Honda,Altima,2016,46116,0.068313452,3150.34
5/12/2022,Jared Bryan,Amanda Warren,Honda,Corolla,2022,28376,0.128243078,3639.03
4/9/2023,Peter Spencer,Daniel Atkins,Honda,F-150,2019,34314,0.123343081,4232.39
3/10/2023,Deborah Clayton,Anthony Vaughn,Ford,Corolla,2020,37145,0.098993783,3677.12
9/21/2022,Joshua Dean,Steve Jones,Nissan,Altima,2012,26261,0.136785418,3592.12
4/7/2023,William Brown,Crystal Mccarthy,Ford,Silverado,2012,33312,0.064301994,2142.03
2/20/2023,Phillip Bullock,Krista Estes,Ford,Altima,2018,18932,0.105056256,1988.93
12/4/2022,Jason Vang,Cameron Ortega,Chevrolet,F-150,2018,31743,0.07106009,2255.66
6/4/2022,Steven Bentley,Alice Mendoza,Chevrolet,Civic,2013,19869,0.057146952,1135.45
5/1/2023,Megan Estes,Jennifer Ramsey,Honda,Altima,2015,35703,0.08606601,3072.81
6/27/2022,Sandra Brown,Bradley Gardner,Chevrolet,F-150,2015,15027,0.134896494,2027.09
5/10/2022,Barry Gordon,Jamie Holland,Honda,F-150,2013,12557,0.078212886,982.12
7/2/2022,Brandon Valencia,Gregory Gutierrez,Ford,F-150,2021,34821,0.139330122,4851.61
12/22/2022,Joseph Ortiz,Trevor Luna,Chevrolet,Altima,2022,13802,0.139050044,1919.17
10/31/2022,Denise Dougherty,John Robinson,Nissan,Altima,2022,11061,0.078991679,873.73
8/7/2022,Richard Olsen,Donna Howe,Honda,Corolla,2015,19543,0.075213707,1469.9
9/7/2022,Kathryn Johnson,Daniel Bell,Ford,Altima,2021,16442,0.084761607,1393.65
10/7/2022,Megan Dixon,Brian Hall,Chevrolet,Civic,2022,33209,0.067175248,2230.82
6/30/2022,Patrick Green Jr.,Dr. Jennifer Carter,Honda,F-150,2010,23844,0.128046733,3053.15
7/23/2022,Lisa Larsen,Lance Saunders,Toyota,F-150,2012,39783,0.123316272,4905.89
2/7/2023,Michael Hansen,Scott Miller,Ford,Civic,2022,41253,0.138093093,5696.75
7/31/2022,Madison Hernandez,Dr. Roger Buchanan,Ford,Civic,2018,48897,0.116575624,5700.2
4/1/2023,James Allen,Heather Bryant,Chevrolet,F-150,2010,21917,0.059404094,1301.96
3/11/2023,Francisco Henry,Dennis Foster,Toyota,Silverado,2014,46032,0.052817331,2431.29
6/18/2022,Michelle Barnett,Mark Johnson,Toyota,Civic,2021,31604,0.095496098,3018.06
7/29/2022,Brian Waters,Stephanie Williams,Toyota,Altima,2016,35145,0.130215036,4576.41
7/14/2022,Charles Davis,Jo Smith,Ford,F-150,2021,46882,0.090422891,4239.21
10/13/2022,Danielle Ramsey,Omar Snyder,Chevrolet,Civic,2015,10186,0.091085232,927.79
5/2/2022,Tasha Jackson,Lori Baldwin,Nissan,Corolla,2014,46200,0.146504129,6768.49
3/15/2023,Jessica Hunt,Teresa Hamilton,Toyota,Altima,2018,48654,0.105972572,5155.99
10/29/2022,Charles Oliver,Joseph Holland DDS,Toyota,Silverado,2022,32215,0.141200453,4548.77
10/10/2022,Michael Peterson,Holly Howard,Chevrolet,Corolla,2011,11476,0.050311731,577.38
11/11/2022,Kyle Dean,Robert Perry,Ford,Altima,2016,43292,0.092266785,3994.41
12/16/2022,Robert Burton,Hannah Brown,Chevrolet,Civic,2016,30472,0.115036999,3505.41
12/12/2022,Nicole Collins,Eric Anderson,Toyota,Silverado,2021,39607,0.100422876,3977.45
11/26/2022,Julie Palmer,Julie Stanley,Chevrolet,Altima,2022,31407,0.128894781,4048.2
4/10/2023,Sheila Austin,Brendan Singleton MD,Chevrolet,F-150,2013,21033,0.099811476,2099.33
12/1/2022,Kelly Stout,Nathan Yang,Toyota,Civic,2015,38766,0.10444745,4049.01
12/16/2022,Victoria Jefferson,James Cox,Nissan,Silverado,2014,11047,0.108040883,1193.53
2/18/2023,Veronica Pratt,Julie Kelly,Toyota,F-150,2018,46250,0.100636667,4654.45
7/11/2022,Jeanne Cole,Zachary Mcdonald,Chevrolet,Civic,2020,35109,0.06212741,2181.23
9/12/2022,Alex Anderson,Brianna Knight,Chevrolet,F-150,2014,26385,0.1040901,2746.42
6/8/2022,Mrs. Michele Hill,Sonya Williams,Chevrolet,Civic,2017,48412,0.120838503,5850.03
7/31/2022,Lisa Rivera,Michael Shelton,Toyota,F-150,2017,31221,0.136595506,4264.65
12/1/2022,Crystal Lee,James Stone,Chevrolet,Altima,2011,49625,0.067785568,3363.86
2/24/2023,Jacqueline Murphy,Misty Wagner,Toyota,F-150,2017,10493,0.142631136,1496.63
9/30/2022,Amber Glenn,James Martinez,Toyota,Silverado,2021,44747,0.147829503,6614.93
12/24/2022,Jessica White,Sherry Stewart,Honda,Civic,2016,48488,0.058161615,2820.14
4/10/2023,Cynthia Anderson,George Burke,Honda,F-150,2019,14576,0.11684825,1703.18
1/5/2023,Linda Owens,Paul Walker,Toyota,Silverado,2022,31217,0.149164198,4656.46
4/26/2023,Hannah Reed,Dr. Dustin Lawrence,Ford,Silverado,2015,46348,0.13684441,6342.46
5/21/2022,Tom Gomez,James Fuentes PhD,Chevrolet,Silverado,2019,29996,0.096028007,2880.46
12/11/2022,Shane Brown,Jason Klein,Ford,Altima,2013,19841,0.050780986,1007.55
10/5/2022,Lauren Stephens,Kristine Davis,Nissan,Civic,2017,31808,0.081046637,2577.93
11/6/2022,Carol Beard,Hunter Todd,Honda,Civic,2021,19811,0.067622902,1339.68
9/6/2022,Christine Brown,Jason Mack,Ford,F-150,2010,23633,0.103984785,2457.47
9/7/2022,Joshua Freeman,Mary Reed,Toyota,Silverado,2015,24562,0.068782744,1689.44
1/17/2023,Brendan Farmer,Theresa Gibbs,Honda,F-150,2017,34034,0.137908645,4693.58
2/27/2023,Matthew Terry,Samantha Hampton,Chevrolet,Altima,2022,32477,0.059000127,1916.15
8/19/2022,Hannah Francis,Jose Fuller,Ford,Corolla,2012,38274,0.13161265,5037.34
4/22/2023,Lorraine Brown,James Yoder,Toyota,Silverado,2019,20929,0.084198548,1762.19
6/2/2022,Gerald Adkins,Frederick Rice,Honda,F-150,2015,13973,0.071130596,993.91
7/8/2022,Jason Harrison,Andrew Campbell,Toyota,Silverado,2018,21167,0.056635828,1198.81
9/18/2022,Alexander Armstrong,Kathy Price,Toyota,Altima,2015,20107,0.111674724,2245.44
9/12/2022,Elizabeth Pena,Cheryl Jensen,Chevrolet,Civic,2011,19471,0.123384423,2402.42
6/30/2022,Emily Hunt,Megan Peterson,Chevrolet,F-150,2017,28062,0.135832919,3811.74
4/3/2023,Terry Smith,Eric Lawrence Jr.,Honda,Civic,2022,21301,0.053336565,1136.12
7/23/2022,William Nelson,Bryan Hansen,Chevrolet,F-150,2020,38328,0.071817758,2752.63
6/21/2022,Natalie Massey,Hannah Roach,Nissan,Civic,2013,35183,0.065415568,2301.52
4/11/2023,Amanda Smith,Sherry Dixon,Honda,Silverado,2019,48190,0.125735758,6059.21
1/26/2023,Robert Walton,Heather Salinas,Honda,Silverado,2016,20154,0.069222049,1395.1
11/18/2022,Rachel Rodriguez,Linda Parker,Nissan,Corolla,2011,24953,0.104874194,2616.93
9/16/2022,Maria Harmon,Kelli Brown,Nissan,F-150,2015,42414,0.127581069,5411.22
3/3/2023,Jasmine Blake,Candice Rodriguez,Toyota,F-150,2010,48648,0.136603945,6645.51
6/15/2022,Jennifer Walker,Susan Chapman,Chevrolet,Altima,2014,39335,0.089459821,3518.9
2/20/2023,Jordan James,Sandra Hopkins,Ford,Corolla,2014,21119,0.083031018,1753.53
5/25/2022,Douglas Mcdonald,Denise Trevino,Ford,F-150,2015,29837,0.052128645,1555.36
4/23/2023,John Moore,Jerry Santana,Nissan,Civic,2011,30080,0.098835434,2972.97
4/19/2023,Brian Carroll,Tina Miranda,Nissan,Civic,2015,25856,0.066763064,1726.23
9/23/2022,Tanner Townsend,Jane Davis,Ford,Civic,2019,25269,0.096116083,2428.76
7/9/2022,Jennifer Oneill,Micheal Stevens,Honda,F-150,2012,33206,0.0615421,2043.57
9/17/2022,Madison Black,Emily Lewis,Nissan,Silverado,2022,19176,0.126458182,2424.96
10/4/2022,Jason Williams,Leah White,Chevrolet,Corolla,2010,16312,0.058888715,960.59
1/31/2023,Angela Perez,Nicole Rodriguez,Nissan,Civic,2010,49295,0.054465,2684.85
12/29/2022,Toni Baker,Randy Johnson Jr.,Ford,Altima,2017,23221,0.056420919,1310.15
10/9/2022,John Murray,Kimberly Barber,Ford,Corolla,2022,45066,0.115557087,5207.7
9/28/2022,Sean Richards,John Maddox,Nissan,F-150,2012,33079,0.125041684,4136.25
2/23/2023,Caitlin Griffin,Kristen Hall,Chevrolet,F-150,2015,28896,0.076082717,2198.49
9/15/2022,Courtney Barnett,Joseph Glover,Honda,Civic,2019,15314,0.142494861,2182.17
12/17/2022,Brooke Sharp,John Jackson,Chevrolet,Silverado,2021,17293,0.080931936,1399.56
6/2/2022,Kathy Horton,Aimee Brown,Nissan,Corolla,2020,26690,0.051902683,1385.28
5/8/2022,Mary James,Katherine Levy,Toyota,Silverado,2012,30171,0.120451371,3634.14
8/2/2022,Richard Prince,Matthew Taylor,Honda,Civic,2013,33698,0.148967374,5019.9
1/27/2023,Amanda Glover,Lisa Marshall,Ford,Civic,2011,20170,0.116036924,2340.46
4/12/2023,Amanda Henderson,Lisa Hall,Toyota,F-150,2014,42760,0.147076387,6288.99
2/15/2023,Jared Adams,Connor White,Ford,Altima,2020,25497,0.088998475,2269.19
4/24/2023,Brittany Fry,Mrs. Holly Allison,Chevrolet,Silverado,2013,36056,0.142695944,5145.04
12/18/2022,Michelle Sexton,Sergio Johnson,Toyota,Silverado,2020,49710,0.128431002,6384.31
3/26/2023,Melissa Wagner,Erin Sullivan,Nissan,Corolla,2021,44351,0.127352042,5648.19
2/18/2023,Sandra Garrett,Johnny Andersen,Nissan,Silverado,2015,26833,0.131267123,3522.29
6/12/2022,Lisa Rios,James Jones,Chevrolet,Silverado,2020,42369,0.082897167,3512.27
6/28/2022,Michael Willis,Calvin Rodriguez,Nissan,Altima,2022,20776,0.086340775,1793.82
3/1/2023,Gary Sims,David Wheeler,Chevrolet,Silverado,2011,39917,0.116673051,4657.24
12/3/2022,Lisa Perez,Maria Lopez,Honda,Altima,2010,26309,0.07463372,1963.54
9/15/2022,Shane Ryan,Michelle Long,Toyota,F-150,2016,44329,0.094286252,4179.62
7/16/2022,John Bennett,Michele Simmons,Ford,F-150,2020,49596,0.106846933,5299.18
8/14/2022,Thomas Watkins,Kenneth Jacobs,Ford,Corolla,2019,35136,0.092223868,3240.38
9/28/2022,Brandon Strickland,Rose Nelson,Chevrolet,Silverado,2021,22497,0.064726822,1456.16
1/12/2023,Matthew Cook,Sharon Rasmussen,Honda,Civic,2015,14180,0.108396787,1537.07
8/16/2022,Sarah Watts,Casey Jones,Toyota,Civic,2018,28871,0.083202248,2402.13
8/22/2022,Norman Huang,Steven Walters,Chevrolet,F-150,2010,20202,0.141577765,2860.15
4/19/2023,Miss Betty Glenn,Clarence Ramirez,Chevrolet,F-150,2015,39499,0.137389423,5426.74
2/3/2023,James Wood,Matthew Williams,Chevrolet,Civic,2021,16079,0.106356222,1710.1
2/21/2023,Drew Chavez,Christopher Cook,Chevrolet,Altima,2011,10336,0.122318652,1264.29
6/10/2022,Anthony Mckenzie,Tyrone Miller,Chevrolet,Civic,2013,37116,0.073816519,2739.77
6/10/2022,Jose Johnson,Adam Smith,Toyota,Civic,2013,49992,0.089107576,4454.67
10/4/2022,Lisa Patel,Deborah Jones,Ford,Altima,2012,28323,0.137859612,3904.6
11/16/2022,James Adams,Kathryn Kemp,Toyota,Civic,2018,49872,0.081735238,4076.3
9/21/2022,Thomas Moore,Jonathan Villa,Toyota,Civic,2019,25195,0.080060237,2017.12
4/19/2023,Samuel Wright,Anna Jacobson,Nissan,Corolla,2021,29407,0.099826426,2935.6
